"";"X.1";"X";"Number";"Group";"Class";"Order";"Family";"Genus";"Species";"Mass";"Lat_deg";"Lon_deg";"Elevation";"Date_original";"Date_start";"Date_end";"Jan";"Feb";"Mar";"Apr";"May";"Jun";"Jul";"Aug";"Sep";"Oct";"Nov";"Dec";"Year1";"Year2";"Year3";"Year4";"FMR_Watt";"FMR_kJday";"TAREFmean";"TALOCmean";"SOLRAD";"RHREFmean";"RHLOCmean";"FMR_M";"Tanomalies";"TMEAN";"Reference"
"125";125;125;8268;"Mammal";"Mammalia";"Chiroptera";"Pteropodidae";"Syconycteris";"Syconycteris_australis";17;-29,2166666666667;153,35;26;"June 1995/June 1996";"1995-06-01";"1996-06-30";0;0;0;0;0;1;0;0;0;0;0;0;1995;1996;NA;NA;0,891087962962963;76,99;17,58721874;17,20211614;120,0644117;75,03698808;77,13674696;0,682400162136725;2,48721874;15,1;"Geiser, F., & Coburn, D. K. (1999). Field metabolic rates and water uptake in the blossom-bat Syconycteris australis (Megachiroptera). Journal of Comparative Physiology B, 169(2), 133-138. https://doi.org/10.1007/s003600050203"
"126";126;126;8269;"Mammal";"Mammalia";"Chiroptera";"Pteropodidae";"Syconycteris";"Syconycteris_australis";18,6;-29,2166666666667;153,35;26;"June 1995/June 1996";"1995-06-01";"1996-06-30";0;0;0;0;0;1;0;0;0;0;0;0;1995;1996;NA;NA;0,70150462962963;60,61;17,58721874;17,20211614;120,0644117;75,03698808;77,13674696;0,378612158723693;2,48721874;15,1;"Geiser, F., & Coburn, D. K. (1999). Field metabolic rates and water uptake in the blossom-bat Syconycteris australis (Megachiroptera). Journal of Comparative Physiology B, 169(2), 133-138. https://doi.org/10.1007/s003600050203"
"127";127;127;8270;"Mammal";"Mammalia";"Chiroptera";"Pteropodidae";"Syconycteris";"Syconycteris_australis";18,7;-29,2166666666667;153,35;26;"June 1995/June 1996";"1995-06-01";"1996-06-30";0;0;0;0;0;1;0;0;0;0;0;0;1995;1996;NA;NA;0,857060185185185;74,05;17,58721874;17,20211614;120,0644117;75,03698808;77,13674696;0,575043552897697;2,48721874;15,1;"Geiser, F., & Coburn, D. K. (1999). Field metabolic rates and water uptake in the blossom-bat Syconycteris australis (Megachiroptera). Journal of Comparative Physiology B, 169(2), 133-138. https://doi.org/10.1007/s003600050203"
"128";128;128;8271;"Mammal";"Mammalia";"Chiroptera";"Pteropodidae";"Syconycteris";"Syconycteris_australis";18,9;-29,2166666666667;153,35;26;"June 1995/June 1996";"1995-06-01";"1996-06-30";0;0;0;0;0;1;0;0;0;0;0;0;1995;1996;NA;NA;0,850810185185185;73,51;17,58721874;17,20211614;120,0644117;75,03698808;77,13674696;0,56008733289818;2,48721874;15,1;"Geiser, F., & Coburn, D. K. (1999). Field metabolic rates and water uptake in the blossom-bat Syconycteris australis (Megachiroptera). Journal of Comparative Physiology B, 169(2), 133-138. https://doi.org/10.1007/s003600050203"
"129";129;129;8000;"Mammal";"Mammalia";"Carnivora";"Mustelidae";"Martes";"Martes_americana";685;46,15;-90,9333333333333;NA;"October 2001 - February 2002";"2001-10-01";"2002-02-28";1;1;0;0;0;0;0;0;0;1;1;1;2001;2002;NA;NA;6,04166666666667;522;-8,476884781;-8,61097341;71,63158152;97,63248827;95,89467459;-0,0570527766810054;-3,396884781;-5,08;"Gilbert, J. H., Zollner, P. A., Green, A. K., Wright, J. L., & Karasov, W. H. (2009). Seasonal Field Metabolic Rates of American Martens in Wisconsin. The American Midland Naturalist, 162(2), 327-334. https://doi.org/10.1674/0003-0031-162.2.327"
"130";130;130;8001;"Mammal";"Mammalia";"Carnivora";"Mustelidae";"Martes";"Martes_americana";698;46,15;-90,9333333333333;NA;"October 2001 - February 2002";"2001-10-01";"2002-02-28";1;1;0;0;0;0;0;0;0;1;1;1;2001;2002;NA;NA;8,77314814814815;758;-8,476884781;-8,61097341;71,63158152;97,63248827;95,89467459;0,302466621161867;-3,396884781;-5,08;"Gilbert, J. H., Zollner, P. A., Green, A. K., Wright, J. L., & Karasov, W. H. (2009). Seasonal Field Metabolic Rates of American Martens in Wisconsin. The American Midland Naturalist, 162(2), 327-334. https://doi.org/10.1674/0003-0031-162.2.327"
"131";131;131;8002;"Mammal";"Mammalia";"Carnivora";"Mustelidae";"Martes";"Martes_americana";748;46,15;-90,9333333333333;NA;"October 2001 - February 2002";"2001-10-01";"2002-02-28";1;1;0;0;0;0;0;0;0;1;1;1;2001;2002;NA;NA;11,3657407407407;982;-8,476884781;-8,61097341;71,63158152;97,63248827;95,89467459;0,511708580522568;-3,396884781;-5,08;"Gilbert, J. H., Zollner, P. A., Green, A. K., Wright, J. L., & Karasov, W. H. (2009). Seasonal Field Metabolic Rates of American Martens in Wisconsin. The American Midland Naturalist, 162(2), 327-334. https://doi.org/10.1674/0003-0031-162.2.327"
"132";132;132;8003;"Mammal";"Mammalia";"Carnivora";"Mustelidae";"Martes";"Martes_americana";790;46,15;-90,9333333333333;NA;"October 2001 - February 2002";"2001-10-01";"2002-02-28";1;1;0;0;0;0;0;0;0;1;1;1;2001;2002;NA;NA;7,56944444444444;654;-8,476884781;-8,61097341;71,63158152;97,63248827;95,89467459;0,0660066706737143;-3,396884781;-5,08;"Gilbert, J. H., Zollner, P. A., Green, A. K., Wright, J. L., & Karasov, W. H. (2009). Seasonal Field Metabolic Rates of American Martens in Wisconsin. The American Midland Naturalist, 162(2), 327-334. https://doi.org/10.1674/0003-0031-162.2.327"
"133";133;133;8004;"Mammal";"Mammalia";"Carnivora";"Mustelidae";"Martes";"Martes_americana";1030;46,15;-90,9333333333333;NA;"October 2001 - February 2002";"2001-10-01";"2002-02-28";1;1;0;0;0;0;0;0;0;1;1;1;2001;2002;NA;NA;8,10185185185185;700;-8,476884781;-8,61097341;71,63158152;97,63248827;95,89467459;-0,0564612993034404;-3,396884781;-5,08;"Gilbert, J. H., Zollner, P. A., Green, A. K., Wright, J. L., & Karasov, W. H. (2009). Seasonal Field Metabolic Rates of American Martens in Wisconsin. The American Midland Naturalist, 162(2), 327-334. https://doi.org/10.1674/0003-0031-162.2.327"
"134";134;134;8005;"Mammal";"Mammalia";"Carnivora";"Mustelidae";"Martes";"Martes_americana";1060;46,15;-90,9333333333333;NA;"October 2001 - February 2002";"2001-10-01";"2002-02-28";1;1;0;0;0;0;0;0;0;1;1;1;2001;2002;NA;NA;9,88425925925926;854;-8,476884781;-8,61097341;71,63158152;97,63248827;95,89467459;0,121779047784206;-3,396884781;-5,08;"Gilbert, J. H., Zollner, P. A., Green, A. K., Wright, J. L., & Karasov, W. H. (2009). Seasonal Field Metabolic Rates of American Martens in Wisconsin. The American Midland Naturalist, 162(2), 327-334. https://doi.org/10.1674/0003-0031-162.2.327"
"135";135;135;8006;"Mammal";"Mammalia";"Carnivora";"Mustelidae";"Martes";"Martes_americana";1090;46,15;-90,9333333333333;NA;"October 2001 - February 2002";"2001-10-01";"2002-02-28";1;1;0;0;0;0;0;0;0;1;1;1;2001;2002;NA;NA;8,44907407407407;730;-8,476884781;-8,61097341;71,63158152;97,63248827;95,89467459;-0,0551428707073577;-3,396884781;-5,08;"Gilbert, J. H., Zollner, P. A., Green, A. K., Wright, J. L., & Karasov, W. H. (2009). Seasonal Field Metabolic Rates of American Martens in Wisconsin. The American Midland Naturalist, 162(2), 327-334. https://doi.org/10.1674/0003-0031-162.2.327"
"136";136;136;8007;"Mammal";"Mammalia";"Carnivora";"Mustelidae";"Martes";"Martes_americana";1100;46,15;-90,9333333333333;NA;"October 2001 - February 2002";"2001-10-01";"2002-02-28";1;1;0;0;0;0;0;0;0;1;1;1;2001;2002;NA;NA;9,83796296296296;850;-8,476884781;-8,61097341;71,63158152;97,63248827;95,89467459;0,0904928852555562;-3,396884781;-5,08;"Gilbert, J. H., Zollner, P. A., Green, A. K., Wright, J. L., & Karasov, W. H. (2009). Seasonal Field Metabolic Rates of American Martens in Wisconsin. The American Midland Naturalist, 162(2), 327-334. https://doi.org/10.1674/0003-0031-162.2.327"
"137";137;137;8008;"Mammal";"Mammalia";"Carnivora";"Mustelidae";"Martes";"Martes_americana";1350;46,15;-90,9333333333333;NA;"October 2001 - February 2002";"2001-10-01";"2002-02-28";1;1;0;0;0;0;0;0;0;1;1;1;2001;2002;NA;NA;10,5324074074074;910;-8,476884781;-8,61097341;71,63158152;97,63248827;95,89467459;0,0116826029743295;-3,396884781;-5,08;"Gilbert, J. H., Zollner, P. A., Green, A. K., Wright, J. L., & Karasov, W. H. (2009). Seasonal Field Metabolic Rates of American Martens in Wisconsin. The American Midland Naturalist, 162(2), 327-334. https://doi.org/10.1674/0003-0031-162.2.327"
"138";138;138;8009;"Mammal";"Mammalia";"Carnivora";"Mustelidae";"Martes";"Martes_americana";1350;46,15;-90,9333333333333;NA;"October 2001 - February 2002";"2001-10-01";"2002-02-28";1;1;0;0;0;0;0;0;0;1;1;1;2001;2002;NA;NA;14,1203703703704;1220;-8,476884781;-8,61097341;71,63158152;97,63248827;95,89467459;0,304844141190736;-3,396884781;-5,08;"Gilbert, J. H., Zollner, P. A., Green, A. K., Wright, J. L., & Karasov, W. H. (2009). Seasonal Field Metabolic Rates of American Martens in Wisconsin. The American Midland Naturalist, 162(2), 327-334. https://doi.org/10.1674/0003-0031-162.2.327"
"139";139;139;8212;"Mammal";"Mammalia";"Artiodactyla";"Cervidae";"Rangifer";"Rangifer_tarandus";55800;69,3333333333333;NA;NA;"7 - 11 March 1996";"1996-03-07";"1996-03-11";0;0;1;0;0;0;0;0;0;0;0;0;1996;NA;NA;NA;207,87037037037;17960;NA;NA;NA;NA;NA;0,322415332118684;NA;NA;"Gotaas, G., Milne, E., Haggarty, P., & Tyler, N. J. C. (2000). Energy expenditure of free-living reindeer estimated by the doubly labelled water method. Rangifer, 20(4), Article 4. https://doi.org/10.7557/2.20.4.1516"
"140";140;140;8213;"Mammal";"Mammalia";"Artiodactyla";"Cervidae";"Rangifer";"Rangifer_tarandus";62800;69,3333333333333;NA;NA;"7 - 11 March 1996";"1996-03-07";"1996-03-11";0;0;1;0;0;0;0;0;0;0;0;0;1996;NA;NA;NA;152,893518518519;13210;NA;NA;NA;NA;NA;-0,0695979501323586;NA;NA;"Gotaas, G., Milne, E., Haggarty, P., & Tyler, N. J. C. (2000). Energy expenditure of free-living reindeer estimated by the doubly labelled water method. Rangifer, 20(4), Article 4. https://doi.org/10.7557/2.20.4.1516"
"141";141;141;8214;"Mammal";"Mammalia";"Artiodactyla";"Cervidae";"Rangifer";"Rangifer_tarandus";64500;69,3333333333333;NA;NA;"7 - 11 March 1996";"1996-03-07";"1996-03-11";0;0;1;0;0;0;0;0;0;0;0;0;1996;NA;NA;NA;193,981481481481;16760;NA;NA;NA;NA;NA;0,149248249848557;NA;NA;"Gotaas, G., Milne, E., Haggarty, P., & Tyler, N. J. C. (2000). Energy expenditure of free-living reindeer estimated by the doubly labelled water method. Rangifer, 20(4), Article 4. https://doi.org/10.7557/2.20.4.1516"
"142";142;142;7806;"Mammal";"Mammalia";"Rodentia";"Cricetidae";"Arvicola";"Arvicola_amphibius";60,3;46,9;6,2;NA;"April 1981";"1981-04-01";"1981-04-30";0;0;0;1;0;0;0;0;0;0;0;0;1981;NA;NA;NA;1,09572916666667;94,671;5,856846547;8,251953609;244,5306112;90,46441652;79,1596845;-0,0197934406043951;-0,243153453;6,1;"Grenot, C., Pascal, M., Buscarlet, L., Francaz, J. M., & Sellami, M. (1984). Water and energy balance in the water vole (Arvicola terrestris sherman) in the laboratory and in the field (haut-doubs, France). Comparative Biochemistry and Physiology Part A: Physiology, 78(1), 185-196. https://doi.org/10.1016/0300-9629(84)90114-2"
"143";143;143;7807;"Mammal";"Mammalia";"Rodentia";"Cricetidae";"Arvicola";"Arvicola_amphibius";75,5;46,9;6,2;NA;"April 1981";"1981-04-01";"1981-04-30";0;0;0;1;0;0;0;0;0;0;0;0;1981;NA;NA;NA;1,67515625;144,7335;5,856846547;8,251953609;244,5306112;90,46441652;79,1596845;0,243312346345684;-0,243153453;6,1;"Grenot, C., Pascal, M., Buscarlet, L., Francaz, J. M., & Sellami, M. (1984). Water and energy balance in the water vole (Arvicola terrestris sherman) in the laboratory and in the field (haut-doubs, France). Comparative Biochemistry and Physiology Part A: Physiology, 78(1), 185-196. https://doi.org/10.1016/0300-9629(84)90114-2"
"144";144;144;7808;"Mammal";"Mammalia";"Rodentia";"Cricetidae";"Arvicola";"Arvicola_amphibius";76;46,9;6,2;NA;"April 1981";"1981-04-01";"1981-04-30";0;0;0;1;0;0;0;0;0;0;0;0;1981;NA;NA;NA;1,73902777777778;150,252;5,856846547;8,251953609;244,5306112;90,46441652;79,1596845;0,275993588264129;-0,243153453;6,1;"Grenot, C., Pascal, M., Buscarlet, L., Francaz, J. M., & Sellami, M. (1984). Water and energy balance in the water vole (Arvicola terrestris sherman) in the laboratory and in the field (haut-doubs, France). Comparative Biochemistry and Physiology Part A: Physiology, 78(1), 185-196. https://doi.org/10.1016/0300-9629(84)90114-2"
"145";145;145;7809;"Mammal";"Mammalia";"Rodentia";"Cricetidae";"Arvicola";"Arvicola_amphibius";79,1;46,9;6,2;NA;"April 1981";"1981-04-01";"1981-04-30";0;0;0;1;0;0;0;0;0;0;0;0;1981;NA;NA;NA;1,85299074074074;160,0984;5,856846547;8,251953609;244,5306112;90,46441652;79,1596845;0,310767681338972;-0,243153453;6,1;"Grenot, C., Pascal, M., Buscarlet, L., Francaz, J. M., & Sellami, M. (1984). Water and energy balance in the water vole (Arvicola terrestris sherman) in the laboratory and in the field (haut-doubs, France). Comparative Biochemistry and Physiology Part A: Physiology, 78(1), 185-196. https://doi.org/10.1016/0300-9629(84)90114-2"
"146";146;146;7810;"Mammal";"Mammalia";"Rodentia";"Cricetidae";"Arvicola";"Arvicola_amphibius";81;46,9;6,2;NA;"April 1981";"1981-04-01";"1981-04-30";0;0;0;1;0;0;0;0;0;0;0;0;1981;NA;NA;NA;1,6753125;144,747;5,856846547;8,251953609;244,5306112;90,46441652;79,1596845;0,192926562000441;-0,243153453;6,1;"Grenot, C., Pascal, M., Buscarlet, L., Francaz, J. M., & Sellami, M. (1984). Water and energy balance in the water vole (Arvicola terrestris sherman) in the laboratory and in the field (haut-doubs, France). Comparative Biochemistry and Physiology Part A: Physiology, 78(1), 185-196. https://doi.org/10.1016/0300-9629(84)90114-2"
"147";147;147;7811;"Mammal";"Mammalia";"Rodentia";"Cricetidae";"Arvicola";"Arvicola_amphibius";81,8;46,9;6,2;NA;"April 1981";"1981-04-01";"1981-04-30";0;0;0;1;0;0;0;0;0;0;0;0;1981;NA;NA;NA;1,60949074074074;139,06;5,856846547;8,251953609;244,5306112;90,46441652;79,1596845;0,145789242814037;-0,243153453;6,1;"Grenot, C., Pascal, M., Buscarlet, L., Francaz, J. M., & Sellami, M. (1984). Water and energy balance in the water vole (Arvicola terrestris sherman) in the laboratory and in the field (haut-doubs, France). Comparative Biochemistry and Physiology Part A: Physiology, 78(1), 185-196. https://doi.org/10.1016/0300-9629(84)90114-2"
"148";148;148;7812;"Mammal";"Mammalia";"Rodentia";"Cricetidae";"Arvicola";"Arvicola_amphibius";82,2;46,9;6,2;NA;"April 1981";"1981-04-01";"1981-04-30";0;0;0;1;0;0;0;0;0;0;0;0;1981;NA;NA;NA;1,97984027777778;171,0582;5,856846547;8,251953609;244,5306112;90,46441652;79,1596845;0,34938571987966;-0,243153453;6,1;"Grenot, C., Pascal, M., Buscarlet, L., Francaz, J. M., & Sellami, M. (1984). Water and energy balance in the water vole (Arvicola terrestris sherman) in the laboratory and in the field (haut-doubs, France). Comparative Biochemistry and Physiology Part A: Physiology, 78(1), 185-196. https://doi.org/10.1016/0300-9629(84)90114-2"
"149";149;149;7813;"Mammal";"Mammalia";"Rodentia";"Cricetidae";"Arvicola";"Arvicola_amphibius";83,8;46,9;6,2;NA;"April 1981";"1981-04-01";"1981-04-30";0;0;0;1;0;0;0;0;0;0;0;0;1981;NA;NA;NA;1,4015162037037;121,091;5,856846547;8,251953609;244,5306112;90,46441652;79,1596845;-0,00991494742723241;-0,243153453;6,1;"Grenot, C., Pascal, M., Buscarlet, L., Francaz, J. M., & Sellami, M. (1984). Water and energy balance in the water vole (Arvicola terrestris sherman) in the laboratory and in the field (haut-doubs, France). Comparative Biochemistry and Physiology Part A: Physiology, 78(1), 185-196. https://doi.org/10.1016/0300-9629(84)90114-2"
"150";150;150;7816;"Mammal";"Mammalia";"Rodentia";"Cricetidae";"Arvicola";"Arvicola_amphibius";97,4;46,9;6,2;NA;"April 1981";"1981-04-01";"1981-04-30";0;0;0;1;0;0;0;0;0;0;0;0;1981;NA;NA;NA;2,00211111111111;172,9824;5,856846547;8,251953609;244,5306112;90,46441652;79,1596845;0,238767777785319;-0,243153453;6,1;"Grenot, C., Pascal, M., Buscarlet, L., Francaz, J. M., & Sellami, M. (1984). Water and energy balance in the water vole (Arvicola terrestris sherman) in the laboratory and in the field (haut-doubs, France). Comparative Biochemistry and Physiology Part A: Physiology, 78(1), 185-196. https://doi.org/10.1016/0300-9629(84)90114-2"
"151";151;151;7817;"Mammal";"Mammalia";"Rodentia";"Cricetidae";"Arvicola";"Arvicola_amphibius";102,3;46,9;6,2;NA;"April 1981";"1981-04-01";"1981-04-30";0;0;0;1;0;0;0;0;0;0;0;0;1981;NA;NA;NA;2,26030902777778;195,2907;5,856846547;8,251953609;244,5306112;90,46441652;79,1596845;0,32483093193584;-0,243153453;6,1;"Grenot, C., Pascal, M., Buscarlet, L., Francaz, J. M., & Sellami, M. (1984). Water and energy balance in the water vole (Arvicola terrestris sherman) in the laboratory and in the field (haut-doubs, France). Comparative Biochemistry and Physiology Part A: Physiology, 78(1), 185-196. https://doi.org/10.1016/0300-9629(84)90114-2"
"152";152;152;7814;"Mammal";"Mammalia";"Rodentia";"Cricetidae";"Arvicola";"Arvicola_amphibius";86,5;46,9;6,2;NA;"August 1981";"1981-08-01";"1981-08-31";0;0;0;0;0;0;0;1;0;0;0;0;1981;NA;NA;NA;1,0672337962963;92,209;16,13610652;18,48561254;268,2175604;84,56867549;75,93279097;-0,305164632649317;0,936106519999999;15,2;"Grenot, C., Pascal, M., Buscarlet, L., Francaz, J. M., & Sellami, M. (1984). Water and energy balance in the water vole (Arvicola terrestris sherman) in the laboratory and in the field (haut-doubs, France). Comparative Biochemistry and Physiology Part A: Physiology, 78(1), 185-196. https://doi.org/10.1016/0300-9629(84)90114-2"
"153";153;153;7815;"Mammal";"Mammalia";"Rodentia";"Cricetidae";"Arvicola";"Arvicola_amphibius";93;46,9;6,2;NA;"August 1981";"1981-08-01";"1981-08-31";0;0;0;0;0;0;0;1;0;0;0;0;1981;NA;NA;NA;0,981666666666667;84,816;16,13610652;18,48561254;268,2175604;84,56867549;75,93279097;-0,440752474857024;0,936106519999999;15,2;"Grenot, C., Pascal, M., Buscarlet, L., Francaz, J. M., & Sellami, M. (1984). Water and energy balance in the water vole (Arvicola terrestris sherman) in the laboratory and in the field (haut-doubs, France). Comparative Biochemistry and Physiology Part A: Physiology, 78(1), 185-196. https://doi.org/10.1016/0300-9629(84)90114-2"
"154";154;154;7842;"Mammal";"Mammalia";"Rodentia";"Caviidae";"Cavia";"Cavia_magna";405;-34,27;-53,89;12;"19 July - 11 August 1999";"1999-07-19";"1999-08-11";0;0;0;0;0;0;1;1;0;0;0;0;1999;NA;NA;NA;5,63310185185185;486,7;12,0032261570353;12,1405980575401;127,19001716041;84,895410689984;84,4177800353686;0,250198146127147;0,303226157035299;11,7;"Künkele, J., Kraus, C., & Trillmich, F. (2005). Does the Unusual Life History of the Precocial Cavy (Cavia magna) Translate into an Exceptional Field Metabolic Rate? Physiological and Biochemical Zoology, 78(1), 48-54. https://doi.org/10.1086/425197"
"155";155;155;7847;"Mammal";"Mammalia";"Rodentia";"Caviidae";"Cavia";"Cavia_magna";453;-34,27;-53,89;12;"19 July - 11 August 1999";"1999-07-19";"1999-08-11";0;0;0;0;0;0;1;1;0;0;0;0;1999;NA;NA;NA;3,95023148148148;341,3;12,0032261570353;12,1405980575401;127,19001716041;84,895410689984;84,4177800353686;-0,185094499534019;0,303226157035299;11,7;"Künkele, J., Kraus, C., & Trillmich, F. (2005). Does the Unusual Life History of the Precocial Cavy (Cavia magna) Translate into an Exceptional Field Metabolic Rate? Physiological and Biochemical Zoology, 78(1), 48-54. https://doi.org/10.1086/425197"
"156";156;156;7853;"Mammal";"Mammalia";"Rodentia";"Caviidae";"Cavia";"Cavia_magna";485;-34,27;-53,89;12;"19 July - 11 August 1999";"1999-07-19";"1999-08-11";0;0;0;0;0;0;1;1;0;0;0;0;1999;NA;NA;NA;6,75810185185185;583,9;12,0032261570353;12,1405980575401;127,19001716041;84,895410689984;84,4177800353686;0,302872973300795;0,303226157035299;11,7;"Künkele, J., Kraus, C., & Trillmich, F. (2005). Does the Unusual Life History of the Precocial Cavy (Cavia magna) Translate into an Exceptional Field Metabolic Rate? Physiological and Biochemical Zoology, 78(1), 48-54. https://doi.org/10.1086/425197"
"157";157;157;7856;"Mammal";"Mammalia";"Rodentia";"Caviidae";"Cavia";"Cavia_magna";546;-34,27;-53,89;12;"19 July - 11 August 1999";"1999-07-19";"1999-08-11";0;0;0;0;0;0;1;1;0;0;0;0;1999;NA;NA;NA;6,86226851851852;592,9;12,0032261570353;12,1405980575401;127,19001716041;84,895410689984;84,4177800353686;0,233121268107028;0,303226157035299;11,7;"Künkele, J., Kraus, C., & Trillmich, F. (2005). Does the Unusual Life History of the Precocial Cavy (Cavia magna) Translate into an Exceptional Field Metabolic Rate? Physiological and Biochemical Zoology, 78(1), 48-54. https://doi.org/10.1086/425197"
"158";158;158;7861;"Mammal";"Mammalia";"Rodentia";"Caviidae";"Cavia";"Cavia_magna";620;-34,27;-53,89;12;"19 July - 11 August 1999";"1999-07-19";"1999-08-11";0;0;0;0;0;0;1;1;0;0;0;0;1999;NA;NA;NA;6,43981481481481;556,4;12,0032261570353;12,1405980575401;127,19001716041;84,895410689984;84,4177800353686;0,0783396224049046;0,303226157035299;11,7;"Künkele, J., Kraus, C., & Trillmich, F. (2005). Does the Unusual Life History of the Precocial Cavy (Cavia magna) Translate into an Exceptional Field Metabolic Rate? Physiological and Biochemical Zoology, 78(1), 48-54. https://doi.org/10.1086/425197"
"159";159;159;7862;"Mammal";"Mammalia";"Rodentia";"Caviidae";"Cavia";"Cavia_magna";654;-34,27;-53,89;12;"19 July - 11 August 1999";"1999-07-19";"1999-08-11";0;0;0;0;0;0;1;1;0;0;0;0;1999;NA;NA;NA;6,11342592592593;528,2;12,0032261570353;12,1405980575401;127,19001716041;84,895410689984;84,4177800353686;-0,0119991118800633;0,303226157035299;11,7;"Künkele, J., Kraus, C., & Trillmich, F. (2005). Does the Unusual Life History of the Precocial Cavy (Cavia magna) Translate into an Exceptional Field Metabolic Rate? Physiological and Biochemical Zoology, 78(1), 48-54. https://doi.org/10.1086/425197"
"160";160;160;7863;"Mammal";"Mammalia";"Rodentia";"Caviidae";"Cavia";"Cavia_magna";679;-34,27;-53,89;12;"19 July - 11 August 1999";"1999-07-19";"1999-08-11";0;0;0;0;0;0;1;1;0;0;0;0;1999;NA;NA;NA;7,58101851851852;655;12,0032261570353;12,1405980575401;127,19001716041;84,895410689984;84,4177800353686;0,176230602534149;0,303226157035299;11,7;"Künkele, J., Kraus, C., & Trillmich, F. (2005). Does the Unusual Life History of the Precocial Cavy (Cavia magna) Translate into an Exceptional Field Metabolic Rate? Physiological and Biochemical Zoology, 78(1), 48-54. https://doi.org/10.1086/425197"
"161";161;161;7864;"Mammal";"Mammalia";"Rodentia";"Caviidae";"Cavia";"Cavia_magna";679;-34,27;-53,89;12;"19 July - 11 August 1999";"1999-07-19";"1999-08-11";0;0;0;0;0;0;1;1;0;0;0;0;1999;NA;NA;NA;9,20601851851852;795,4;12,0032261570353;12,1405980575401;127,19001716041;84,895410689984;84,4177800353686;0,370440499672488;0,303226157035299;11,7;"Künkele, J., Kraus, C., & Trillmich, F. (2005). Does the Unusual Life History of the Precocial Cavy (Cavia magna) Translate into an Exceptional Field Metabolic Rate? Physiological and Biochemical Zoology, 78(1), 48-54. https://doi.org/10.1086/425197"
"162";162;162;7865;"Mammal";"Mammalia";"Rodentia";"Caviidae";"Cavia";"Cavia_magna";687;-34,27;-53,89;12;"19 July - 11 August 1999";"1999-07-19";"1999-08-11";0;0;0;0;0;0;1;1;0;0;0;0;1999;NA;NA;NA;5,92361111111111;511,8;12,0032261570353;12,1405980575401;127,19001716041;84,895410689984;84,4177800353686;-0,0788793971676244;0,303226157035299;11,7;"Künkele, J., Kraus, C., & Trillmich, F. (2005). Does the Unusual Life History of the Precocial Cavy (Cavia magna) Translate into an Exceptional Field Metabolic Rate? Physiological and Biochemical Zoology, 78(1), 48-54. https://doi.org/10.1086/425197"
"163";163;163;7837;"Mammal";"Mammalia";"Rodentia";"Caviidae";"Cavia";"Cavia_magna";362;-34,27;-53,89;12;"23  February  - 10 April 2000";"2000-02-23";"2000-04-10";0;1;1;1;0;0;0;0;0;0;0;0;2000;NA;NA;NA;5,0462962962963;436;21,8285709024633;23,2116388654808;203,754815919476;75,4399341672667;71,7791780161833;0,220769767848113;1,86190423579663;19,9666666666667;"Künkele, J., Kraus, C., & Trillmich, F. (2005). Does the Unusual Life History of the Precocial Cavy (Cavia magna) Translate into an Exceptional Field Metabolic Rate? Physiological and Biochemical Zoology, 78(1), 48-54. https://doi.org/10.1086/425197"
"164";164;164;7838;"Mammal";"Mammalia";"Rodentia";"Caviidae";"Cavia";"Cavia_magna";366;-34,27;-53,89;12;"23  February  - 10 April 2000";"2000-02-23";"2000-04-10";0;1;1;1;0;0;0;0;0;0;0;0;2000;NA;NA;NA;2,71643518518519;234,7;21,8285709024633;23,2116388654808;203,754815919476;75,4399341672667;71,7791780161833;-0,406453281840837;1,86190423579663;19,9666666666667;"Künkele, J., Kraus, C., & Trillmich, F. (2005). Does the Unusual Life History of the Precocial Cavy (Cavia magna) Translate into an Exceptional Field Metabolic Rate? Physiological and Biochemical Zoology, 78(1), 48-54. https://doi.org/10.1086/425197"
"165";165;165;7839;"Mammal";"Mammalia";"Rodentia";"Caviidae";"Cavia";"Cavia_magna";385;-34,27;-53,89;12;"23  February  - 10 April 2000";"2000-02-23";"2000-04-10";0;1;1;1;0;0;0;0;0;0;0;0;2000;NA;NA;NA;3,42939814814815;296,3;21,8285709024633;23,2116388654808;203,754815919476;75,4399341672667;71,7791780161833;-0,209721015326483;1,86190423579663;19,9666666666667;"Künkele, J., Kraus, C., & Trillmich, F. (2005). Does the Unusual Life History of the Precocial Cavy (Cavia magna) Translate into an Exceptional Field Metabolic Rate? Physiological and Biochemical Zoology, 78(1), 48-54. https://doi.org/10.1086/425197"
"166";166;166;7840;"Mammal";"Mammalia";"Rodentia";"Caviidae";"Cavia";"Cavia_magna";400;-34,27;-53,89;12;"23  February  - 10 April 2000";"2000-02-23";"2000-04-10";0;1;1;1;0;0;0;0;0;0;0;0;2000;NA;NA;NA;3,74768518518519;323,8;21,8285709024633;23,2116388654808;203,754815919476;75,4399341672667;71,7791780161833;-0,148405807177026;1,86190423579663;19,9666666666667;"Künkele, J., Kraus, C., & Trillmich, F. (2005). Does the Unusual Life History of the Precocial Cavy (Cavia magna) Translate into an Exceptional Field Metabolic Rate? Physiological and Biochemical Zoology, 78(1), 48-54. https://doi.org/10.1086/425197"
